,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,impr
36,0,28,33,34,31,30,29,1,2,3,7,6,9,5,10,11,4,8,15,12,13,19,17,20,16,21,26,25,27,23,63,66,65,64,95,67,62,22,24,47,44,43,39,48,46,45,49,52,54,57,55,56,53,58,59,60,75,76,77,85,87,88,83,74,71,70,69,80,90,86,84,89,82,81,91,92,73,72,94,93,18,14,61,79,35,37,41,68,51,42,50,32,38,40,78,47.86589560683127
93,18,14,61,79,35,37,41,68,51,42,50,32,38,40,78,36,0,28,33,34,31,30,29,1,2,3,7,6,9,5,10,11,4,8,15,12,13,19,17,20,16,21,26,25,27,23,63,66,65,64,95,67,62,22,24,47,44,43,39,48,46,45,49,52,54,57,55,56,53,58,59,60,75,76,77,85,87,88,83,74,71,70,69,80,90,86,84,89,82,81,91,92,73,72,94,0.24931000524252767
23,63,66,65,64,95,67,62,22,24,47,51,49,52,54,57,55,56,53,58,59,60,75,76,77,85,87,88,83,74,71,70,69,80,90,86,84,89,82,81,91,92,73,72,94,93,18,16,13,12,8,4,11,10,5,9,6,7,3,2,1,29,30,31,34,33,28,0,36,78,50,68,46,61,79,35,37,43,32,44,39,40,41,42,38,48,45,14,15,17,19,20,21,26,25,27,17.177225686328832
77,85,87,88,83,74,71,70,69,80,90,86,84,89,82,81,91,92,73,72,94,93,18,16,13,12,8,4,11,10,5,9,6,7,3,2,1,29,30,31,34,33,28,0,36,78,50,68,46,61,79,35,37,43,32,44,39,40,41,42,38,48,45,14,15,17,19,20,21,26,25,27,23,63,66,65,64,95,67,62,22,24,47,51,49,52,54,57,55,56,53,58,59,60,75,76,5.866269533631414
6,7,3,2,1,29,30,31,34,33,28,0,36,78,50,68,46,61,79,35,37,43,32,44,39,40,41,42,38,48,45,14,15,17,19,20,21,26,25,27,23,63,66,65,64,95,67,62,22,24,47,51,49,52,54,57,55,56,53,58,59,60,75,76,77,85,87,88,83,74,71,70,69,80,90,86,84,89,82,81,91,92,73,72,94,93,18,16,13,12,8,4,11,10,5,9,8.720226269912175
47,51,49,52,54,57,55,56,53,58,59,60,75,76,77,85,87,88,83,74,71,70,69,80,90,86,84,89,82,81,91,92,73,72,94,93,18,16,13,12,8,4,11,10,5,9,6,7,3,2,1,29,30,31,34,33,28,0,36,78,50,68,46,61,79,35,37,43,32,44,39,40,41,42,38,48,45,14,15,17,19,20,21,26,25,27,23,63,66,65,64,95,67,62,22,24,3.2735067748872275
61,79,35,37,43,32,44,39,40,41,42,38,48,45,14,15,17,19,20,21,26,25,27,23,63,66,65,64,95,67,62,22,24,47,51,49,52,54,57,55,56,53,58,59,60,75,76,77,85,87,88,83,74,71,70,69,80,90,86,84,89,82,81,91,92,73,72,94,93,18,16,13,12,8,4,11,10,5,9,6,7,3,2,1,29,30,31,34,33,28,0,36,78,50,68,46,14.18549114855962
72,90,86,89,88,87,85,83,82,81,80,69,70,71,74,76,75,60,59,58,53,56,55,57,54,52,49,51,47,24,22,62,67,64,65,66,63,23,26,13,12,8,4,11,10,5,9,6,7,3,2,1,29,30,31,34,33,28,0,36,78,50,68,46,61,79,35,37,43,32,44,39,40,41,42,38,48,45,14,15,16,17,19,18,20,21,25,27,93,95,94,92,91,77,84,73,-0.6099303051268574
56,55,57,54,52,49,51,47,24,22,62,67,64,65,66,63,23,26,13,12,8,4,11,10,5,9,6,7,3,2,1,29,30,31,34,33,28,0,36,78,50,68,46,61,79,35,37,43,32,44,39,40,41,42,38,48,45,14,15,16,17,19,18,20,21,25,27,93,95,94,92,91,77,84,73,72,90,86,89,88,87,85,83,82,81,80,69,70,71,74,76,75,60,59,58,53,8.317129042753876
16,17,19,18,20,21,25,27,93,95,94,92,91,77,84,73,72,90,86,89,88,87,85,83,82,81,80,69,70,71,74,76,75,60,59,58,53,56,55,57,54,52,49,51,47,24,22,62,67,64,65,66,63,23,26,13,12,8,4,11,10,5,9,6,7,3,2,1,29,30,31,34,33,28,0,36,78,50,68,46,61,79,35,37,43,32,44,39,40,41,42,38,48,45,14,15,-1.505091117581408
26,13,12,8,4,11,10,5,9,6,7,3,2,1,29,30,31,34,33,28,0,36,78,50,68,46,61,79,35,37,43,32,44,39,40,41,42,38,48,45,14,15,16,17,19,18,20,21,25,27,93,95,94,92,91,77,84,73,72,90,86,89,88,87,85,83,82,81,80,69,70,71,74,76,75,60,59,58,53,56,55,57,54,52,49,51,47,24,22,62,67,64,65,66,63,23,10.55317861795071
51,47,24,22,62,67,64,65,66,63,23,26,13,12,8,4,11,10,5,9,6,7,3,2,1,29,30,31,34,33,28,0,36,78,50,68,46,61,79,35,37,43,32,44,39,40,41,42,38,48,45,14,15,16,17,19,18,20,21,25,27,93,95,94,92,91,77,84,73,72,90,86,89,88,87,85,83,82,81,80,69,70,71,74,76,75,60,59,58,53,56,55,57,54,52,49,-1.8726106036517844
67,66,65,63,62,22,10,13,12,11,4,8,5,9,6,7,3,2,1,29,30,31,34,33,28,0,36,78,68,50,51,49,52,54,57,55,56,53,58,59,60,61,79,35,37,43,32,44,39,40,41,42,38,48,45,14,15,16,17,19,18,20,21,25,27,93,95,94,92,91,77,84,73,72,75,76,74,87,88,89,83,85,86,90,82,80,81,69,71,70,46,47,24,23,26,64,13.620980909247173
33,28,0,36,78,68,50,51,49,52,54,57,55,56,53,58,59,60,61,79,35,37,43,32,44,39,40,41,42,38,48,45,14,15,16,17,19,18,20,21,25,27,93,95,94,92,91,77,84,73,72,75,76,74,87,88,89,83,85,86,90,82,80,81,69,71,70,46,47,24,23,26,64,67,66,65,63,62,22,10,13,12,11,4,8,5,9,6,7,3,2,1,29,30,31,34,2.4907686499305974
25,27,93,95,94,92,91,77,84,73,72,75,76,74,87,88,89,83,85,86,90,82,80,81,69,71,70,46,47,24,23,26,64,67,66,65,63,62,22,10,13,12,11,4,8,5,9,6,7,3,2,1,29,30,31,34,33,28,0,36,78,68,50,51,49,52,54,57,55,56,53,58,59,60,61,79,35,37,43,32,44,39,40,41,42,38,48,45,14,15,16,17,19,18,20,21,-1.878143625088029
52,54,57,55,56,53,58,59,60,61,79,35,37,43,32,44,39,40,41,42,38,48,45,14,15,16,17,19,18,20,21,25,27,93,95,94,92,91,77,84,73,72,75,76,74,87,88,89,83,85,86,90,82,80,81,69,71,70,46,47,24,23,26,64,67,66,65,63,62,22,10,13,12,11,4,8,5,9,6,7,3,2,1,29,30,31,34,33,28,0,36,78,68,50,51,49,-0.248317380338392
10,13,12,11,4,8,5,9,6,7,3,2,1,29,30,31,34,33,28,0,36,78,68,50,51,49,52,54,57,55,56,53,58,59,60,61,79,35,37,43,32,44,39,40,41,42,38,48,45,14,15,16,17,19,18,20,21,25,27,93,95,94,92,91,77,84,73,72,75,76,74,87,88,89,83,85,86,90,82,80,81,69,71,70,46,47,24,23,26,64,67,66,65,63,62,22,14.150015899528853
38,48,45,14,15,16,17,19,18,20,21,25,27,93,95,94,92,91,77,84,73,72,75,76,74,71,70,60,61,59,46,47,24,23,26,64,67,66,65,63,62,22,10,13,12,11,9,8,6,7,5,4,3,2,1,28,0,29,30,31,36,34,33,78,68,56,55,50,51,49,52,54,53,57,58,69,81,80,82,90,86,85,83,89,88,87,79,35,37,43,32,44,39,40,41,42,4.22312169612373
20,21,25,27,93,95,94,92,91,77,84,73,72,75,76,74,71,70,60,61,59,46,47,24,23,26,64,67,66,65,63,62,22,10,13,12,11,9,8,6,7,5,4,3,2,1,28,0,29,30,31,36,34,33,78,68,56,55,50,51,49,52,54,53,57,58,69,81,80,82,90,86,85,83,89,88,87,79,35,37,43,32,44,39,40,41,42,38,48,45,14,15,16,17,19,18,-0.6616677037454162
94,92,91,77,84,73,72,75,76,74,71,70,60,61,59,46,47,24,23,26,64,67,66,65,63,62,22,10,13,12,11,9,8,6,7,5,4,3,2,1,28,0,29,30,31,36,34,33,78,68,56,55,50,51,49,52,54,53,57,58,69,81,80,82,90,86,85,83,89,88,87,79,35,37,43,32,44,39,40,41,42,38,48,45,14,15,16,17,19,18,20,21,25,27,93,95,8.87741167101536
4,3,2,1,28,0,29,30,31,36,34,33,78,68,56,55,50,51,49,52,54,53,57,58,69,81,80,82,90,86,85,83,89,88,87,79,35,37,43,32,44,39,40,41,42,38,48,45,14,15,16,17,19,18,20,21,25,27,93,95,94,92,91,77,84,73,72,75,76,74,71,70,60,61,59,46,47,24,23,26,64,67,66,65,63,62,22,10,13,12,11,9,8,6,7,5,-2.0357078794157095
6,7,5,4,3,2,1,28,0,29,30,31,36,34,33,78,68,56,55,50,51,49,52,54,53,57,58,69,81,80,82,90,86,85,83,89,88,87,79,35,37,43,32,44,39,40,41,42,38,48,45,14,15,16,17,19,18,20,21,25,27,93,95,94,92,91,77,84,73,72,75,76,74,71,70,60,61,59,46,47,24,23,26,64,67,66,65,63,62,22,10,13,12,11,9,8,-0.7923204898586986
38,37,35,68,56,55,50,51,49,52,54,53,57,58,69,81,80,82,86,83,85,84,73,72,75,76,74,71,70,60,61,59,46,47,45,48,42,41,40,78,79,90,89,88,87,77,91,92,94,93,95,64,62,63,67,66,65,26,27,25,21,22,23,24,20,18,19,17,16,15,14,10,13,12,11,9,8,6,7,5,4,3,2,1,28,0,29,30,31,36,34,33,43,32,44,39,2.0580994184140664
20,18,19,17,16,15,14,10,13,12,11,9,8,6,7,5,4,3,2,1,28,0,29,30,31,36,34,33,43,32,44,39,38,37,35,68,56,55,50,51,49,52,54,53,57,58,69,81,80,82,86,83,85,84,73,72,75,76,74,71,70,60,61,59,46,47,45,48,42,41,40,78,79,90,89,88,87,77,91,92,94,93,95,64,62,63,67,66,65,26,27,25,21,22,23,24,-2.501343992132256
94,93,95,64,62,63,67,66,65,26,27,25,21,22,23,24,20,18,19,17,16,15,14,10,13,12,11,9,8,6,7,5,4,3,2,1,28,0,29,30,31,36,34,33,43,32,44,39,38,37,35,68,56,55,50,51,49,52,54,53,57,58,69,81,80,82,86,83,85,84,73,72,75,76,74,71,70,60,61,59,46,47,45,48,42,41,40,78,79,90,89,88,87,77,91,92,-2.5099274640141616
54,53,57,58,69,81,80,82,86,83,85,84,73,72,75,76,74,71,70,60,61,59,46,47,45,48,42,41,40,78,79,90,89,88,87,77,91,92,94,93,95,64,62,63,67,66,65,26,27,25,21,22,23,24,20,18,19,17,16,15,14,10,13,12,11,9,8,6,7,5,4,3,2,1,28,0,29,30,31,36,34,33,43,32,44,39,38,37,35,68,56,55,50,51,49,52,2.203715536399079
87,77,91,92,94,93,95,64,62,63,67,66,65,26,27,25,21,22,23,24,20,18,19,17,16,15,14,10,13,12,11,9,8,6,7,5,4,3,2,1,28,0,29,30,31,36,34,33,43,32,44,39,38,37,35,68,56,55,50,51,49,52,54,53,57,58,69,81,80,82,86,83,85,84,73,72,75,76,74,71,70,60,61,59,46,47,45,48,42,41,40,78,79,90,89,88,-2.0244639262148194
46,45,39,38,37,43,44,32,33,34,36,35,31,30,29,0,28,1,2,3,4,5,7,6,8,9,11,12,13,10,14,15,16,19,17,18,20,24,23,22,21,25,27,26,65,66,67,63,62,64,95,93,94,92,91,77,87,88,89,90,79,78,40,41,42,48,49,51,54,50,68,56,55,57,58,69,81,80,82,83,86,85,84,73,74,76,75,72,71,70,60,61,59,53,52,47,-7.626932535540249
51,54,50,68,56,55,57,58,69,81,80,82,83,86,85,84,73,74,76,75,72,71,70,60,61,59,53,52,47,46,45,39,38,37,43,44,32,33,34,36,35,31,30,29,0,28,1,2,3,4,5,7,6,8,9,11,12,13,10,14,15,16,19,17,18,20,24,23,22,21,25,27,26,65,66,67,63,62,64,95,93,94,92,91,77,87,88,89,90,79,78,40,41,42,48,49,-1.861391814414901
83,86,85,84,73,74,76,75,72,71,70,60,61,59,53,52,47,46,45,39,38,37,43,44,32,33,34,36,35,31,30,29,0,28,1,2,3,4,5,7,6,8,9,11,12,13,10,14,15,16,19,17,18,20,24,23,22,21,25,27,26,65,66,67,63,62,64,95,93,94,92,91,77,87,88,89,90,79,78,40,41,42,48,49,51,54,50,68,56,55,57,58,69,81,80,82,-0.1203050803721446
11,12,13,10,14,15,16,19,17,18,20,24,23,22,21,25,27,26,65,66,67,63,62,64,95,93,94,92,91,77,87,88,89,90,79,78,40,41,42,48,49,51,54,50,68,56,55,57,58,69,81,80,82,83,86,85,84,73,74,76,75,72,71,70,60,61,59,53,52,47,46,45,39,38,37,43,44,32,33,34,36,35,31,30,29,0,28,1,2,3,4,5,7,6,8,9,-5.102604160096387
17,18,20,24,23,22,21,25,27,26,65,66,67,63,62,64,95,93,94,92,91,77,87,88,89,90,79,78,40,41,42,48,49,51,54,50,68,56,55,57,58,69,81,80,82,83,86,85,84,73,74,76,75,72,71,70,60,61,59,53,52,47,46,45,39,38,37,43,44,32,33,34,36,35,31,30,29,0,28,1,2,3,4,5,7,6,8,9,11,12,13,10,14,15,16,19,-1.3189008706575072
74,76,75,72,71,70,60,61,59,58,55,56,68,69,81,80,82,79,78,38,39,40,41,42,48,49,51,50,54,52,57,53,47,46,45,44,43,32,33,34,37,36,35,31,30,29,0,28,1,2,3,4,5,7,6,8,9,11,12,13,10,14,15,16,19,17,18,20,24,23,22,21,25,27,26,62,63,67,66,65,64,95,93,94,92,91,77,87,88,89,90,86,85,84,83,73,-1.174744044791737
36,35,31,30,29,0,28,1,2,3,4,5,7,6,8,9,11,12,13,10,14,15,16,19,17,18,20,24,23,22,21,25,27,26,62,63,67,66,65,64,95,93,94,92,91,77,87,88,89,90,86,85,84,83,73,74,76,75,72,71,70,60,61,59,58,55,56,68,69,81,80,82,79,78,38,39,40,41,42,48,49,51,50,54,52,57,53,47,46,45,44,43,32,33,34,37,-1.8623665621260548
40,41,42,48,49,51,50,54,52,57,53,47,46,45,44,43,32,33,34,37,36,35,31,30,29,0,28,1,2,3,4,5,7,6,8,9,11,12,13,10,14,15,16,19,17,18,20,24,23,22,21,25,27,26,62,63,67,66,65,64,95,93,94,92,91,77,87,88,89,90,86,85,84,83,73,74,76,75,72,71,70,60,61,59,58,55,56,68,69,81,80,82,79,78,38,39,-2.2928313734282058
53,47,46,45,44,43,32,33,34,37,36,35,31,30,29,0,28,1,2,3,4,5,7,6,8,9,11,12,13,10,14,15,16,19,17,18,20,24,23,22,21,25,27,26,62,63,67,66,65,64,95,93,94,92,91,77,87,88,89,90,86,85,84,83,73,74,76,75,72,71,70,60,61,59,58,55,56,68,69,81,80,82,79,78,38,39,40,41,42,48,49,51,50,54,52,57,-4.483943492728006
70,60,61,59,58,55,56,68,69,81,80,82,79,78,38,39,40,41,42,48,49,51,50,54,52,57,53,47,46,45,44,43,32,33,34,37,36,35,31,30,29,0,28,1,2,3,4,5,7,6,8,9,11,12,13,10,14,15,16,19,17,18,20,24,23,22,21,25,27,26,62,63,67,66,65,64,95,93,94,92,91,77,87,88,89,90,86,85,84,83,73,74,76,75,72,71,-3.2242223400085166
32,10,27,22,23,24,53,57,55,54,49,45,47,44,42,38,41,48,39,34,33,37,51,62,67,63,26,64,93,92,91,94,75,76,65,95,88,66,81,89,46,12,14,13,6,3,5,7,4,8,11,1,9,2,15,20,25,21,18,19,17,16,0,30,29,28,31,35,36,82,79,78,50,58,61,59,60,72,87,73,80,90,86,85,83,84,77,74,70,71,69,68,56,52,40,43,3.3859857438647225
56,52,40,43,32,10,27,22,23,24,53,57,55,54,49,45,47,44,42,38,41,48,39,34,33,37,51,62,67,63,26,64,93,92,91,94,75,76,65,95,88,66,81,89,46,12,14,13,6,3,5,7,4,8,11,1,9,2,15,20,25,21,18,19,17,16,0,30,29,28,31,35,36,82,79,78,50,58,61,59,60,72,87,73,80,90,86,85,83,84,77,74,70,71,69,68,7.735478340979583
43,32,10,27,22,23,24,53,57,55,54,49,45,47,44,42,38,41,48,39,34,33,37,51,62,67,63,26,64,93,92,91,94,75,76,65,95,88,66,81,89,46,12,14,13,6,3,5,7,4,8,11,1,9,2,15,20,25,21,18,19,17,16,0,30,29,28,31,35,36,82,79,78,50,58,61,59,60,72,87,73,80,90,86,85,83,84,77,74,70,71,69,68,56,52,40,5.955397524447111
78,50,58,61,59,60,72,87,73,80,90,86,85,83,84,77,74,70,71,69,68,56,52,40,43,32,10,27,22,23,24,53,57,55,54,49,45,47,44,42,38,41,48,39,34,33,37,51,62,67,63,26,64,93,92,91,94,75,76,65,95,88,66,81,89,46,12,14,13,6,3,5,7,4,8,11,1,9,2,15,20,25,21,18,19,17,16,0,30,29,28,31,35,36,82,79,-1.2710963536298152
84,77,74,70,71,69,68,56,52,40,43,32,10,27,22,23,24,53,57,55,54,49,45,47,44,42,38,41,48,39,34,33,37,51,62,67,63,26,64,93,92,91,94,75,76,65,95,88,66,81,89,46,12,14,13,6,3,5,7,4,8,11,1,9,2,15,20,25,21,18,19,17,16,0,30,29,28,31,35,36,82,79,78,50,58,61,59,60,72,87,73,80,90,86,85,83,2.890243589189094
75,76,65,95,88,66,81,89,46,12,14,13,6,3,5,7,4,8,11,1,9,2,15,20,25,21,18,19,17,16,0,30,29,28,31,35,36,37,33,34,38,39,43,32,44,45,51,54,78,79,82,27,22,23,24,53,57,55,58,61,59,60,72,87,73,80,90,86,85,83,84,77,74,70,71,69,68,56,52,40,50,49,41,42,48,10,47,62,67,63,26,64,93,92,91,94,27.721126862986445
76,65,95,88,66,81,89,46,12,14,13,6,3,5,7,4,8,11,1,9,2,15,20,25,21,18,19,17,16,0,30,29,28,31,35,36,37,33,34,38,39,43,32,44,45,51,54,78,79,82,27,22,23,24,53,57,55,58,61,59,60,72,87,73,80,90,86,85,83,84,77,74,70,71,69,68,56,52,40,50,49,41,42,48,10,47,62,67,63,26,64,93,92,91,94,75,5.584595353444946
39,43,32,44,45,51,54,78,79,82,27,22,23,24,53,57,55,58,61,59,60,72,87,73,80,90,86,85,83,84,77,74,70,71,69,68,56,52,40,50,49,41,42,48,10,47,62,67,63,26,64,93,92,91,94,75,76,65,95,88,66,81,89,46,12,14,13,6,3,5,7,4,8,11,1,9,2,15,20,25,21,18,19,17,16,0,30,29,28,31,35,36,37,33,34,38,-2.532224632894966
27,22,23,24,53,57,55,58,61,59,60,72,87,73,80,90,86,85,83,84,77,74,70,71,69,68,56,52,40,50,49,41,42,48,10,47,62,67,63,26,64,93,92,91,94,75,76,65,95,88,66,81,89,46,12,14,13,6,3,5,7,4,8,11,1,9,2,15,20,25,21,18,19,17,16,0,30,29,28,31,35,36,37,33,34,38,39,43,32,44,45,51,54,78,79,82,51.166825182114124
11,1,9,2,15,20,25,21,18,19,17,16,0,30,29,28,31,35,36,37,33,34,38,39,43,32,44,45,51,54,78,79,82,27,22,23,24,53,57,55,58,61,59,60,72,87,73,80,90,86,85,83,84,77,74,70,71,69,68,56,52,40,50,49,41,42,48,10,47,62,67,63,26,64,93,92,91,94,75,76,65,95,88,66,81,89,46,12,14,13,6,3,5,7,4,8,12.744816912519696
55,56,68,69,81,83,85,73,84,77,74,71,70,72,60,59,61,58,57,53,24,23,22,27,66,95,65,76,75,94,91,92,93,64,26,63,67,62,47,10,46,12,14,13,6,3,5,7,4,8,11,1,9,2,15,20,25,21,18,19,17,16,0,30,29,28,31,35,36,37,33,34,38,39,43,32,44,45,51,54,50,89,88,87,86,90,82,80,79,78,40,41,42,48,49,52,10.290788037355355
76,75,94,91,92,93,64,26,63,67,62,47,10,46,12,14,13,6,3,5,7,4,8,11,1,9,2,15,20,25,21,18,19,17,16,0,30,29,28,31,35,36,37,33,34,38,39,43,32,44,45,51,54,50,89,88,87,86,90,82,80,79,78,40,41,42,48,49,52,55,56,68,69,81,83,85,73,84,77,74,71,70,72,60,59,61,58,57,53,24,23,22,27,66,95,65,4.934780275646261
4,8,11,1,9,2,15,20,25,21,18,19,17,16,0,30,29,28,31,35,36,37,33,34,38,39,43,32,44,45,51,54,50,89,88,87,86,90,82,80,79,78,40,41,42,48,49,52,55,56,68,69,81,83,85,73,84,77,74,71,70,72,60,59,61,58,57,53,24,23,22,27,66,95,65,76,75,94,91,92,93,64,26,63,67,62,47,10,46,12,14,13,6,3,5,7,5.034449478536196
43,32,44,45,51,54,50,89,88,87,86,90,82,80,79,78,40,41,42,48,49,52,55,56,68,69,81,83,85,73,84,77,74,71,70,72,60,59,61,58,57,53,24,23,22,27,66,95,65,76,75,94,91,92,93,64,26,63,67,62,47,10,46,12,14,13,6,3,5,7,4,8,11,1,9,2,15,20,25,21,18,19,17,16,0,30,29,28,31,35,36,37,33,34,38,39,-0.48344672210338047
92,93,64,26,63,67,62,47,10,46,12,14,13,6,3,5,7,4,8,11,1,9,2,15,20,25,21,18,19,17,16,0,30,29,28,31,35,36,37,33,34,38,39,43,32,44,45,51,54,50,89,88,87,86,90,82,80,79,78,40,41,42,48,49,52,55,56,68,69,81,83,85,73,84,77,74,71,70,72,60,59,61,58,57,53,24,23,22,27,66,95,65,76,75,94,91,7.326871873633419
93,64,27,26,62,61,60,59,58,57,53,22,23,24,47,10,46,12,14,13,6,3,5,7,4,8,11,1,9,2,15,20,25,21,18,19,17,16,0,30,29,28,31,35,36,37,33,34,38,39,43,32,44,45,51,54,50,89,88,87,86,90,82,80,79,78,40,41,42,48,49,52,55,56,68,69,81,83,77,85,84,73,74,72,71,70,67,66,65,63,95,94,91,76,75,92,-1.676429544494077
26,62,61,60,59,58,57,53,22,23,24,47,10,46,12,14,13,6,3,5,7,4,8,11,1,9,2,15,20,25,21,18,19,17,16,0,30,29,28,31,35,36,37,33,34,38,39,43,32,44,45,51,54,50,89,88,87,86,90,82,80,79,78,40,41,42,48,49,52,55,56,68,69,81,83,77,85,84,73,74,72,71,70,67,66,65,63,95,94,91,76,75,92,93,64,27,-6.855809520640436
94,91,76,75,92,93,64,27,26,62,61,60,59,58,57,53,22,23,24,47,10,46,12,14,13,6,3,5,7,4,8,11,1,9,2,15,20,25,21,18,19,17,16,0,30,29,28,31,35,36,37,33,34,38,39,43,32,44,45,51,54,50,89,88,87,86,90,82,80,79,78,40,41,42,48,49,52,55,56,68,69,81,83,77,85,84,73,74,72,71,70,67,66,65,63,95,-4.524518568074701
53,22,23,24,47,10,46,12,14,13,6,3,5,7,4,8,11,1,9,2,15,20,25,21,18,19,17,16,0,30,29,28,31,35,36,37,33,34,38,39,43,32,44,45,51,54,50,89,88,87,86,90,82,80,79,78,40,41,42,48,49,52,55,56,68,69,81,83,77,85,84,73,74,72,71,70,67,66,65,63,95,94,91,76,75,92,93,64,27,26,62,61,60,59,58,57,-3.866587011157545
54,50,89,88,87,86,90,82,80,79,78,40,41,42,48,49,52,55,56,68,69,81,83,77,85,84,73,74,72,71,70,67,66,65,63,95,94,91,76,75,92,93,64,27,26,62,61,60,59,58,57,53,22,23,24,47,10,46,12,14,13,6,3,5,7,4,8,11,1,9,2,15,20,25,21,18,19,17,16,0,30,29,28,31,35,36,37,33,34,38,39,43,32,44,45,51,1.7184389671321103
87,86,90,82,80,79,78,40,41,42,48,49,52,55,56,68,69,81,83,77,85,84,73,74,72,71,70,67,66,65,63,95,94,91,76,75,92,93,64,27,26,62,61,60,59,58,57,53,46,15,14,12,13,11,9,8,7,4,2,1,5,3,6,10,47,24,23,22,20,25,21,18,19,17,16,0,30,29,28,31,35,36,37,33,34,38,39,43,32,44,45,51,54,50,89,88,-1.6639417183557157
14,12,13,11,9,8,7,4,2,1,5,3,6,10,47,24,23,22,20,25,21,18,19,17,16,0,30,29,28,31,35,36,37,33,34,38,39,43,32,44,45,51,54,50,89,88,87,86,90,82,80,79,78,40,41,42,48,49,52,55,56,68,69,81,83,77,85,84,73,74,72,71,70,67,66,65,63,95,94,91,76,75,92,93,64,27,26,62,61,60,59,58,57,53,46,15,12.16435813298655
31,35,36,37,33,34,38,39,43,32,44,45,51,54,50,89,88,87,86,90,82,80,79,78,40,41,42,48,49,52,55,56,68,69,81,83,77,85,84,73,74,72,71,70,67,66,65,63,95,94,91,76,75,92,93,64,27,26,62,61,60,59,58,57,53,46,15,14,12,13,11,9,8,7,4,2,1,5,3,6,10,47,24,23,22,20,25,21,18,19,17,16,0,30,29,28,6.457157785425522
43,32,44,45,51,54,50,89,88,87,86,90,82,80,79,78,40,41,42,48,49,52,55,56,68,69,81,83,77,85,84,73,74,72,71,70,67,66,65,63,95,94,91,76,75,92,93,64,27,26,62,61,60,59,58,57,53,46,15,14,12,13,11,9,8,7,4,2,1,5,3,6,10,47,24,23,22,20,25,21,18,19,17,16,0,30,29,28,31,35,36,37,33,34,38,39,-0.48344672210338047
73,74,72,71,70,67,66,65,63,95,94,91,76,75,92,93,64,27,26,62,61,60,59,58,57,53,46,15,14,12,13,11,9,8,7,4,2,1,5,3,6,10,47,24,23,22,20,25,21,18,19,17,16,0,30,29,28,31,35,36,37,33,34,38,39,43,32,44,45,51,54,50,89,88,87,86,90,82,80,79,78,40,41,42,48,49,52,55,56,68,69,81,83,77,85,84,2.7337168670173835
0,28,29,30,31,35,36,37,34,33,38,78,79,81,69,68,56,55,58,59,60,61,62,26,27,64,95,94,91,76,75,92,93,65,67,66,63,70,71,72,74,73,83,84,85,77,87,88,89,86,90,82,80,54,50,51,45,44,32,43,39,40,41,42,48,49,52,57,53,46,47,10,6,3,1,2,4,5,7,8,9,11,13,12,14,15,16,17,19,18,21,20,25,22,23,24,22.867821526780894
14,15,16,17,19,18,21,20,25,22,23,24,0,28,29,30,31,35,36,37,34,33,38,78,79,81,69,68,56,55,58,59,60,61,62,26,27,64,95,94,91,76,75,92,93,65,67,66,63,70,71,72,74,73,83,84,85,77,87,88,89,86,90,82,80,54,50,51,45,44,32,43,39,40,41,42,48,49,52,57,53,46,47,10,6,3,1,2,4,5,7,8,9,11,13,12,2.4029021605666854
85,77,87,88,89,86,90,82,80,54,50,51,45,44,32,43,39,40,41,42,48,49,52,57,53,46,47,10,6,3,1,2,4,5,7,8,9,11,13,12,14,15,16,17,19,18,21,20,25,22,23,24,0,28,29,30,31,35,36,37,34,33,38,78,79,81,69,68,56,55,58,59,60,61,62,26,27,64,95,94,91,76,75,92,93,65,67,66,63,70,71,72,74,73,83,84,-2.454154529979774
6,3,1,2,4,5,7,8,9,11,13,12,14,15,16,17,19,18,21,20,25,22,23,24,0,28,29,30,31,35,36,37,34,33,38,78,79,81,69,68,56,55,58,59,60,61,62,26,27,64,95,94,91,76,75,92,93,65,67,66,63,70,71,72,74,73,83,84,85,77,87,88,89,86,90,82,80,54,50,51,45,44,32,43,39,40,41,42,48,49,52,57,53,46,47,10,14.711752373711157
91,76,75,92,93,65,67,66,63,70,71,72,74,73,83,84,85,77,87,88,89,86,90,82,80,54,50,51,45,44,32,43,39,40,41,42,48,49,52,57,53,46,47,10,6,3,1,2,4,5,7,8,9,11,13,12,14,15,16,17,19,18,21,20,25,22,23,24,0,28,29,30,31,35,36,37,34,33,38,78,79,81,69,68,56,55,58,59,60,61,62,26,27,64,95,94,-1.676429544494077
35,36,37,34,32,43,44,45,46,47,10,6,3,1,2,4,5,7,8,9,11,12,13,14,15,16,19,17,18,21,20,25,22,23,24,53,57,52,49,51,50,54,55,56,58,59,60,61,62,26,27,64,95,94,91,76,75,92,93,66,67,65,63,70,71,72,74,73,83,84,85,77,87,88,89,86,90,82,81,80,69,68,79,78,39,48,42,41,40,38,33,28,0,29,30,31,-1.8623665621260548
2,4,5,7,8,9,11,12,13,14,15,16,19,17,18,21,20,25,22,23,24,53,57,52,49,51,50,54,55,56,58,59,60,61,62,26,27,64,95,94,91,76,75,92,93,66,67,65,63,70,71,72,74,73,83,84,85,77,87,88,89,86,90,82,81,80,69,68,79,78,39,48,42,41,40,38,33,28,0,29,30,31,35,36,37,34,32,43,44,45,46,47,10,6,3,1,-11.976665534472946
