,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,score,opt_d,step
84,89,87,88,83,77,75,71,61,70,69,55,58,72,80,68,56,50,48,40,39,44,42,41,51,54,49,46,52,53,57,81,92,95,27,64,45,47,10,14,11,8,5,7,2,4,6,9,3,32,38,37,36,33,31,30,0,29,1,34,35,13,43,15,17,78,82,94,79,90,76,28,12,26,22,25,23,20,21,19,18,16,24,59,62,63,65,66,60,67,93,91,74,73,85,86,-1309.2435005956252,1257.160167262292,10
6,9,3,32,38,37,36,33,31,30,0,29,1,34,35,13,43,15,17,78,82,94,79,90,76,28,12,26,22,25,23,20,21,19,18,16,24,59,62,63,65,66,60,67,93,91,74,73,85,86,84,89,87,88,83,77,75,71,61,70,69,55,58,72,80,68,56,50,48,40,39,44,42,41,51,54,49,46,52,53,57,81,92,95,27,64,45,47,10,14,11,8,5,7,2,4,-1307.5290125871202,1255.445679253787,10
45,47,10,14,11,8,5,7,2,4,6,9,3,32,38,37,36,33,31,30,0,29,1,34,35,13,43,15,17,78,82,94,79,90,76,28,12,26,22,25,23,20,21,19,18,16,24,59,62,63,65,66,60,67,93,91,74,73,85,86,84,89,87,88,83,77,75,71,61,70,69,55,58,72,80,68,56,50,48,40,39,44,42,41,51,54,49,46,52,53,57,81,92,95,27,64,-1221.4157103088926,1169.3323769755593,10
13,43,15,17,78,82,94,79,90,76,28,12,26,22,25,23,20,21,19,18,16,24,59,62,63,65,66,60,67,93,91,74,73,85,86,84,89,87,88,83,77,75,71,61,70,69,55,58,72,80,68,56,50,48,40,39,44,42,41,51,54,49,46,52,53,57,81,92,95,27,64,45,47,10,14,11,8,5,7,2,4,6,9,3,32,38,37,36,33,31,30,0,29,1,34,35,-1280.203463939777,1228.1201306064438,10
51,50,49,46,53,57,52,56,68,69,70,71,72,76,73,85,86,87,84,89,83,77,81,82,80,88,90,75,67,65,64,95,63,26,21,23,25,27,24,62,59,58,74,66,93,92,94,55,78,79,0,2,3,34,11,18,20,47,16,61,54,19,37,36,60,22,91,17,32,43,39,42,41,48,40,44,38,33,31,29,30,28,35,1,6,4,5,8,9,13,15,12,10,14,7,45,-1299.8578237062934,1247.7744903729601,10
3,34,11,18,20,47,16,61,54,19,37,36,60,22,91,17,32,43,39,42,41,48,40,44,38,33,31,29,30,28,35,1,6,4,5,8,9,13,15,12,10,14,7,45,51,50,49,46,53,57,52,56,68,69,70,71,72,76,73,85,86,87,84,89,83,77,81,82,80,88,90,75,67,65,64,95,63,26,21,23,25,27,24,62,59,58,74,66,93,92,94,55,78,79,0,2,-1314.5817922359824,1262.4984589026492,10
81,82,80,88,90,75,67,65,64,95,63,26,21,23,25,27,24,62,59,58,74,66,93,92,94,55,78,79,0,2,3,34,11,18,20,47,16,61,54,19,37,36,60,22,91,17,32,43,39,42,41,48,40,44,38,33,31,29,30,28,35,1,6,4,5,8,9,13,15,12,10,14,7,45,51,50,49,46,53,57,52,56,68,69,70,71,72,76,73,85,86,87,84,89,83,77,-1289.2501494753187,1237.1668161419855,10
65,64,95,63,26,21,23,25,27,24,62,59,58,74,66,93,92,94,55,78,79,0,2,3,34,11,18,20,47,16,61,54,19,37,36,60,22,91,17,32,43,39,42,41,48,40,44,38,33,31,29,30,28,35,1,6,4,5,8,9,13,15,12,10,14,7,45,51,50,49,46,53,57,52,56,68,69,70,71,72,76,73,85,86,87,84,89,83,77,81,82,80,88,90,75,67,-1294.7275318312027,1242.6441984978694,10
15,12,10,14,7,45,51,50,49,46,53,57,52,56,68,69,70,71,72,76,73,85,86,87,84,89,83,77,81,82,80,88,90,75,67,65,64,95,63,26,21,23,25,27,24,62,59,58,74,66,93,92,94,55,78,79,0,2,3,34,11,18,20,47,16,61,54,19,37,36,60,22,91,17,32,43,39,42,41,48,40,44,38,33,31,29,30,28,35,1,6,4,5,8,9,13,-1317.6822366053561,1265.5989032720229,10
39,42,50,40,34,35,30,36,29,37,31,0,28,3,5,7,6,9,8,14,12,11,15,19,20,17,22,26,23,62,65,61,63,59,58,57,54,68,52,47,10,32,1,33,51,56,53,60,66,75,72,73,74,84,85,88,87,86,89,90,81,83,76,71,67,64,95,93,92,91,77,69,80,78,41,24,16,21,55,27,94,25,38,70,79,82,13,2,4,18,43,44,45,46,49,48,-1300.5810266552473,1248.497693321914,10
37,31,0,28,3,5,7,6,9,8,14,12,11,15,19,20,17,22,26,23,62,65,61,63,59,58,57,54,68,52,47,10,32,1,33,51,56,53,60,66,75,72,73,74,84,85,88,87,86,89,90,81,83,76,71,67,64,95,93,92,91,77,69,80,78,41,24,16,21,55,27,94,25,38,70,79,82,13,2,4,18,43,44,45,46,49,48,39,42,50,40,34,35,30,36,29,-1315.1315877376046,1263.0482544042713,10
2,4,18,43,44,45,46,49,48,39,42,50,40,34,35,30,36,29,37,31,0,28,3,5,7,6,9,8,14,12,11,15,19,20,17,22,26,23,62,65,61,63,59,58,57,54,68,52,47,10,32,1,33,51,56,53,60,66,75,72,73,74,84,85,88,87,86,89,90,81,83,76,71,67,64,95,93,92,91,77,69,80,78,41,24,16,21,55,27,94,25,38,70,79,82,13,-1327.889014735391,1275.8056814020576,10
51,56,53,60,66,75,72,73,74,84,85,88,87,86,89,90,81,83,76,71,67,64,95,93,92,91,77,69,80,78,41,24,16,21,55,27,94,25,38,70,79,82,13,2,4,18,43,44,45,46,49,48,39,42,50,40,34,35,30,36,29,37,31,0,28,3,5,7,6,9,8,14,12,11,15,19,20,17,22,26,23,62,65,61,63,59,58,57,54,68,52,47,10,32,1,33,-1299.8255748207985,1247.7422414874652,10
64,95,93,92,91,77,69,80,78,41,24,16,21,55,27,94,25,38,70,79,82,13,2,4,18,43,44,45,46,49,48,39,42,50,40,34,35,30,36,29,37,31,0,28,3,5,7,6,9,8,14,12,11,15,19,20,17,22,26,23,62,65,61,63,59,58,57,54,68,52,47,10,32,1,33,51,56,53,60,66,75,72,73,74,84,85,88,87,86,89,90,81,83,76,71,67,-1296.8501999871837,1244.7668666538505,10
23,53,47,52,41,43,37,35,36,30,31,29,34,28,2,5,7,6,9,11,8,4,1,10,32,3,33,56,46,38,58,22,19,15,16,14,18,17,12,13,59,20,94,24,68,87,79,0,60,78,49,42,40,39,44,45,51,50,48,54,57,55,69,81,82,80,90,86,88,84,73,83,74,75,70,61,62,65,63,26,25,21,27,64,93,92,66,72,71,76,77,85,89,67,91,95,-1329.3211798997406,1277.2378465664074,10
49,42,40,39,44,45,51,50,48,54,57,55,69,81,82,80,90,86,88,84,73,83,74,75,70,61,62,65,63,26,25,21,27,64,93,92,66,72,71,76,77,85,89,67,91,95,23,53,47,52,41,43,37,35,36,30,31,29,34,28,2,5,7,6,9,11,8,4,1,10,32,3,33,56,46,38,58,22,19,15,16,14,18,17,12,13,59,20,94,24,68,87,79,0,60,78,-1276.0063409221555,1223.9230075888222,10
64,93,92,66,72,71,76,77,85,89,67,91,95,23,53,47,52,41,43,37,35,36,30,31,29,34,28,2,5,7,6,9,11,8,4,1,10,32,3,33,56,46,38,58,22,19,15,16,14,18,17,12,13,59,20,94,24,68,87,79,0,60,78,49,42,40,39,44,45,51,50,48,54,57,55,69,81,82,80,90,86,88,84,73,83,74,75,70,61,62,65,63,26,25,21,27,-1346.2245303724087,1294.1411970390755,10
65,63,26,25,21,27,64,93,92,66,72,71,76,77,85,89,67,91,95,23,53,47,52,41,43,37,35,36,30,31,29,34,28,2,5,7,6,9,11,8,4,1,10,32,3,33,56,46,38,58,22,19,15,16,14,18,17,12,13,59,20,94,24,68,87,79,0,60,78,49,42,40,39,44,45,51,50,48,54,57,55,69,81,82,80,90,86,88,84,73,83,74,75,70,61,62,-1340.9301635081163,1288.846830174783,10
13,59,20,94,24,68,87,79,0,60,78,49,42,40,39,44,45,51,50,48,54,57,55,69,81,82,80,90,86,88,84,73,83,74,75,70,61,62,65,63,26,25,21,27,64,93,92,66,72,71,76,77,85,89,67,91,95,23,53,47,52,41,43,37,35,36,30,31,29,34,28,2,5,7,6,9,11,8,4,1,10,32,3,33,56,46,38,58,22,19,15,16,14,18,17,12,-1355.3934567027986,1303.3101233694654,10
46,54,60,66,61,67,62,63,27,25,23,26,24,19,20,16,22,64,18,14,13,15,11,7,6,4,2,8,10,12,5,3,1,31,47,68,42,78,43,21,17,9,65,79,93,0,85,95,88,57,55,56,69,58,70,72,74,77,87,86,83,73,75,76,92,94,91,84,81,90,89,80,82,71,59,53,51,52,50,41,39,48,44,32,38,37,35,33,30,28,29,36,34,40,49,45,-1355.5828906493507,1303.4995573160174,10
94,91,84,81,90,89,80,82,71,59,53,51,52,50,41,39,48,44,32,38,37,35,33,30,28,29,36,34,40,49,45,46,54,60,66,61,67,62,63,27,25,23,26,24,19,20,16,22,64,18,14,13,15,11,7,6,4,2,8,10,12,5,3,1,31,47,68,42,78,43,21,17,9,65,79,93,0,85,95,88,57,55,56,69,58,70,72,74,77,87,86,83,73,75,76,92,-1491.0138794980485,1438.9305461647152,10
81,90,89,80,82,71,59,53,51,52,50,41,39,48,44,32,38,37,35,33,30,28,29,36,34,40,49,45,46,54,60,66,61,67,62,63,27,25,23,26,24,19,20,16,22,64,18,14,13,15,11,7,6,4,2,8,10,12,5,3,1,31,47,68,42,78,43,21,17,9,65,79,93,0,85,95,88,57,55,56,69,58,70,72,74,77,87,86,83,73,75,76,92,94,91,84,-1422.663251491442,1370.5799181581087,10
51,52,50,41,39,48,44,32,38,37,35,33,30,28,29,36,34,40,49,45,46,54,60,66,61,67,62,63,27,25,23,26,24,19,20,16,22,64,18,14,13,15,11,7,6,4,2,8,10,12,5,3,1,31,47,68,42,78,43,21,17,9,65,79,93,0,85,95,88,57,55,56,69,58,70,72,74,77,87,86,83,73,75,76,92,94,91,84,81,90,89,80,82,71,59,53,-1339.3097638399145,1287.2264305065812,10
56,69,58,70,72,74,77,87,86,83,73,75,76,92,94,91,84,81,90,89,80,82,71,59,53,51,52,50,41,39,48,44,32,38,37,35,33,30,28,29,36,34,40,49,45,46,54,60,66,61,67,62,63,27,25,23,26,24,19,20,16,22,64,18,14,13,15,11,7,6,4,2,8,10,12,5,3,1,31,47,68,42,78,43,21,17,9,65,79,93,0,85,95,88,57,55,-1343.5947667522728,1291.5114334189395,10
74,75,72,76,77,83,81,86,85,84,88,90,82,80,78,79,87,92,93,67,63,64,95,27,25,23,21,26,65,62,61,24,22,17,16,18,15,11,13,10,32,42,0,2,7,6,9,8,12,19,14,5,3,4,34,47,66,94,46,91,1,20,39,71,89,28,29,35,31,30,33,36,38,37,40,43,41,49,52,54,55,69,68,50,48,44,45,51,56,57,53,59,60,58,70,73,-1350.470507523403,1298.3871741900698,10
17,16,18,15,11,13,10,32,42,0,2,7,6,9,8,12,19,14,5,3,4,34,47,66,94,46,91,1,20,39,71,89,28,29,35,31,30,33,36,38,37,40,43,41,49,52,54,55,69,68,50,48,44,45,51,56,57,53,59,60,58,70,73,74,75,72,76,77,83,81,86,85,84,88,90,82,80,78,79,87,92,93,67,63,64,95,27,25,23,21,26,65,62,61,24,22,-1269.5555598549597,1217.4722265216265,10
72,76,77,83,81,86,85,84,88,90,82,80,78,79,87,92,93,67,63,64,95,27,25,23,21,26,65,62,61,24,22,17,16,18,15,11,13,10,32,42,0,2,7,6,9,8,12,19,14,5,3,4,34,47,66,94,46,91,1,20,39,71,89,28,29,35,31,30,33,36,38,37,40,43,41,49,52,54,55,69,68,50,48,44,45,51,56,57,53,59,60,58,70,73,74,75,-1343.8973194873986,1291.8139861540653,10
85,84,88,90,82,80,78,79,87,92,93,67,63,64,95,27,25,23,21,26,65,62,61,24,22,17,16,18,15,11,13,10,32,42,0,2,7,6,9,8,12,19,14,5,3,4,34,47,66,94,46,91,1,20,39,71,89,28,29,35,31,30,33,36,38,37,40,43,41,49,52,54,55,69,68,50,48,44,45,51,56,57,53,59,60,58,70,73,74,75,72,76,77,83,81,86,-1363.278649655207,1311.1953163218736,10
2,7,6,9,8,12,19,14,5,3,4,34,47,66,94,46,91,1,20,39,71,89,28,29,35,31,30,33,36,38,37,40,43,41,49,52,54,55,69,68,50,48,44,45,51,56,57,53,59,60,58,70,73,74,75,72,76,77,83,81,86,85,84,88,90,82,80,78,79,87,92,93,67,63,64,95,27,25,23,21,26,65,62,61,24,22,17,16,18,15,11,13,10,32,42,0,-1320.0275901382302,1267.944256804897,10
50,4,17,78,6,79,84,86,87,83,88,85,74,75,73,77,76,72,58,60,62,61,66,93,67,70,69,81,89,80,71,55,52,53,59,57,68,51,48,49,45,47,54,40,39,43,44,33,35,36,34,31,29,37,30,32,42,10,11,13,14,12,15,16,20,19,21,26,25,23,24,27,95,94,92,63,64,56,41,38,0,1,28,5,8,9,3,2,46,18,7,22,91,82,65,90,-1429.0517060369516,1376.9683727036183,10
56,41,38,0,1,28,5,8,9,3,2,46,18,7,22,91,82,65,90,50,4,17,78,6,79,84,86,87,83,88,85,74,75,73,77,76,72,58,60,62,61,66,93,67,70,69,81,89,80,71,55,52,53,59,57,68,51,48,49,45,47,54,40,39,43,44,33,35,36,34,31,29,37,30,32,42,10,11,13,14,12,15,16,20,19,21,26,25,23,24,27,95,94,92,63,64,-1365.7481168534264,1313.6647835200931,10
63,64,56,41,38,0,1,28,5,8,9,3,2,46,18,7,22,91,82,65,90,50,4,17,78,6,79,84,86,87,83,88,85,74,75,73,77,76,72,58,60,62,61,66,93,67,70,69,81,89,80,71,55,52,53,59,57,68,51,48,49,45,47,54,40,39,43,44,33,35,36,34,31,29,37,30,32,42,10,11,13,14,12,15,16,20,19,21,26,25,23,24,27,95,94,92,-1404.0205593313965,1351.9372259980632,10
58,60,62,61,66,93,67,70,69,81,89,80,71,55,52,53,59,57,68,51,48,49,45,47,54,40,39,43,44,33,35,36,34,31,29,37,30,32,42,10,11,13,14,12,15,16,20,19,21,26,25,23,24,27,95,94,92,63,64,56,41,38,0,1,28,5,8,9,3,2,46,18,7,22,91,82,65,90,50,4,17,78,6,79,84,86,87,83,88,85,74,75,73,77,76,72,-1391.3513844633246,1339.2680511299914,10
86,87,83,88,85,74,75,73,77,76,72,58,60,62,61,66,93,67,70,69,81,89,80,71,55,52,53,59,57,68,51,48,49,45,47,54,40,39,43,44,33,35,36,34,31,29,37,30,32,42,10,11,13,14,12,15,16,20,19,21,26,25,23,24,27,95,94,92,63,64,56,41,38,0,1,28,5,8,9,3,2,46,18,7,22,91,82,65,90,50,4,17,78,6,79,84,-1535.6855420012396,1483.6022086679063,10
77,91,87,81,80,86,69,68,54,49,48,51,50,52,57,59,53,58,61,62,67,63,64,65,60,26,27,22,24,21,19,18,16,15,12,8,9,7,6,4,2,3,32,43,41,40,39,42,33,34,37,35,30,36,29,38,31,0,5,10,14,11,46,55,45,44,1,28,47,56,82,66,93,95,25,20,13,17,78,90,79,23,92,89,94,72,74,75,71,70,73,83,84,88,85,76,-1262.9450593761753,1210.861726042842,10
1,28,47,56,82,66,93,95,25,20,13,17,78,90,79,23,92,89,94,72,74,75,71,70,73,83,84,88,85,76,77,91,87,81,80,86,69,68,54,49,48,51,50,52,57,59,53,58,61,62,67,63,64,65,60,26,27,22,24,21,19,18,16,15,12,8,9,7,6,4,2,3,32,43,41,40,39,42,33,34,37,35,30,36,29,38,31,0,5,10,14,11,46,55,45,44,-1214.5105249931298,1162.4271916597966,10
69,68,54,49,48,51,50,52,57,59,53,58,61,62,67,63,64,65,60,26,27,22,24,21,19,18,16,15,12,8,9,7,6,4,2,3,32,43,41,40,39,42,33,34,37,35,30,36,29,38,31,0,5,10,14,11,46,55,45,44,1,28,47,56,82,66,93,95,25,20,13,17,78,90,79,23,92,89,94,72,74,75,71,70,73,83,84,88,85,76,77,91,87,81,80,86,-1185.7214065544933,1133.63807322116,10
92,89,94,72,74,75,71,70,73,83,84,88,85,76,77,91,87,81,80,86,69,68,54,49,48,51,50,52,57,59,53,58,61,62,67,63,64,65,60,26,27,22,24,21,19,18,16,15,12,8,9,7,6,4,2,3,32,43,41,40,39,42,33,34,37,35,30,36,29,38,31,0,5,10,14,11,46,55,45,44,1,28,47,56,82,66,93,95,25,20,13,17,78,90,79,23,-1286.6709566818759,1234.5876233485426,10
21,19,18,16,15,12,8,9,7,6,4,2,3,32,43,41,40,39,42,33,34,37,35,30,36,29,38,31,0,5,10,14,11,46,55,45,44,1,28,47,56,82,66,93,95,25,20,13,17,78,90,79,23,92,89,94,72,74,75,71,70,73,83,84,88,85,76,77,91,87,81,80,86,69,68,54,49,48,51,50,52,57,59,53,58,61,62,67,63,64,65,60,26,27,22,24,-1169.4096654578532,1117.32633212452,10
42,1,2,5,14,7,18,11,80,67,95,86,92,29,34,35,30,36,31,28,33,39,40,43,32,41,38,48,49,50,55,54,57,53,52,46,47,44,10,8,6,4,3,9,12,13,15,17,19,20,25,27,21,23,24,61,62,66,65,64,93,94,91,76,75,70,74,71,72,85,87,77,84,88,89,73,83,90,81,69,82,68,58,60,26,59,22,16,63,56,45,51,78,79,37,0,-1282.475158801888,1230.3918254685548,10
50,55,54,57,53,52,46,47,44,10,8,6,4,3,9,12,13,15,17,19,20,25,27,21,23,24,61,62,66,65,64,93,94,91,76,75,70,74,71,72,85,87,77,84,88,89,73,83,90,81,69,82,68,58,60,26,59,22,16,63,56,45,51,78,79,37,0,42,1,2,5,14,7,18,11,80,67,95,86,92,29,34,35,30,36,31,28,33,39,40,43,32,41,38,48,49,-1256.3773831221818,1204.2940497888485,10
9,12,13,15,17,19,20,25,27,21,23,24,61,62,66,65,64,93,94,91,76,75,70,74,71,72,85,87,77,84,88,89,73,83,90,81,69,82,68,58,60,26,59,22,16,63,56,45,51,78,79,37,0,42,1,2,5,14,7,18,11,80,67,95,86,92,29,34,35,30,36,31,28,33,39,40,43,32,41,38,48,49,50,55,54,57,53,52,46,47,44,10,8,6,4,3,-1297.7415153844481,1245.6581820511149,10
23,24,61,62,66,65,64,93,94,91,76,75,70,74,71,72,85,87,77,84,88,89,73,83,90,81,69,82,68,58,60,26,59,22,16,63,56,45,51,78,79,37,0,42,1,2,5,14,7,18,11,80,67,95,86,92,29,34,35,30,36,31,28,33,39,40,43,32,41,38,48,49,50,55,54,57,53,52,46,47,44,10,8,6,4,3,9,12,13,15,17,19,20,25,27,21,-1276.6457716774644,1224.5624383441311,10
46,47,44,10,8,6,4,3,9,12,13,15,17,19,20,25,27,21,23,24,61,62,66,65,64,93,94,91,76,75,70,74,71,72,85,87,77,84,88,89,73,83,90,81,69,82,68,58,60,26,59,22,16,63,56,45,51,78,79,37,0,42,1,2,5,14,7,18,11,80,67,95,86,92,29,34,35,30,36,31,28,33,39,40,43,32,41,38,48,49,50,55,54,57,53,52,-1243.6689214126216,1191.5855880792883,10
61,67,92,66,26,23,25,24,21,27,95,75,64,93,91,78,35,1,3,6,7,5,8,9,11,4,10,12,19,15,17,14,20,16,40,0,2,18,47,36,22,13,94,30,79,57,58,70,74,72,71,76,85,77,87,86,84,81,82,83,88,80,89,73,90,68,56,52,53,55,69,50,42,39,43,32,44,49,54,45,51,48,38,37,34,31,28,29,33,41,46,59,63,62,60,65,-1404.0909918722289,1352.0076585388956,10
3,6,7,5,8,9,11,4,10,12,19,15,17,14,20,16,40,0,2,18,47,36,22,13,94,30,79,57,58,70,74,72,71,76,85,77,87,86,84,81,82,83,88,80,89,73,90,68,56,52,53,55,69,50,42,39,43,32,44,49,54,45,51,48,38,37,34,31,28,29,33,41,46,59,63,62,60,65,61,67,92,66,26,23,25,24,21,27,95,75,64,93,91,78,35,1,-1505.5385177616815,1453.4551844283483,10
42,39,43,32,44,49,54,45,51,48,38,37,34,31,28,29,33,41,46,59,63,62,60,65,61,67,92,66,26,23,25,24,21,27,95,75,64,93,91,78,35,1,3,6,7,5,8,9,11,4,10,12,19,15,17,14,20,16,40,0,2,18,47,36,22,13,94,30,79,57,58,70,74,72,71,76,85,77,87,86,84,81,82,83,88,80,89,73,90,68,56,52,53,55,69,50,-1395.9626418885002,1343.879308555167,10
68,56,52,53,55,69,50,42,39,43,32,44,49,54,45,51,48,38,37,34,31,28,29,33,41,46,59,63,62,60,65,61,67,92,66,26,23,25,24,21,27,95,75,64,93,91,78,35,1,3,6,7,5,8,9,11,4,10,12,19,15,17,14,20,16,40,0,2,18,47,36,22,13,94,30,79,57,58,70,74,72,71,76,85,77,87,86,84,81,82,83,88,80,89,73,90,-1469.2283023698576,1417.1449690365243,10
35,1,3,6,7,5,8,9,11,4,10,12,19,15,17,14,20,16,40,0,2,18,47,36,22,13,94,30,79,57,58,70,74,72,71,76,85,77,87,86,84,81,82,83,88,80,89,73,90,68,56,52,53,55,69,50,42,39,43,32,44,49,54,45,51,48,38,37,34,31,28,29,33,41,46,59,63,62,60,65,61,67,92,66,26,23,25,24,21,27,95,75,64,93,91,78,-1388.2597022848402,1336.176368951507,10
71,73,74,77,84,85,87,83,88,82,86,76,91,75,92,95,93,66,61,62,60,67,63,65,59,23,24,46,49,48,42,40,44,45,52,57,53,47,10,11,8,9,5,6,4,7,12,15,14,13,18,20,21,26,58,50,51,68,54,43,39,33,35,30,29,0,34,32,28,2,37,41,36,1,16,27,22,17,38,78,80,72,81,64,94,89,90,25,79,19,3,31,55,56,69,70,-1332.9240172069178,1280.8406838735846,10
76,91,75,92,95,93,66,61,62,60,67,63,65,59,23,24,46,49,48,42,40,44,45,52,57,53,47,10,11,8,9,5,6,4,7,12,15,14,13,18,20,21,26,58,50,51,68,54,43,39,33,35,30,29,0,34,32,28,2,37,41,36,1,16,27,22,17,38,78,80,72,81,64,94,89,90,25,79,19,3,31,55,56,69,70,71,73,74,77,84,85,87,83,88,82,86,-1392.8113242824954,1340.7279909491622,10
47,10,11,8,9,5,6,4,7,12,15,14,13,18,20,21,26,58,50,51,68,54,43,39,33,35,30,29,0,34,32,28,2,37,41,36,1,16,27,22,17,38,78,80,72,81,64,94,89,90,25,79,19,3,31,55,56,69,70,71,73,74,77,84,85,87,83,88,82,86,76,91,75,92,95,93,66,61,62,60,67,63,65,59,23,24,46,49,48,42,40,44,45,52,57,53,-1280.8404365329473,1228.757103199614,10
1,16,27,22,17,38,78,80,72,81,64,94,89,90,25,79,19,3,31,55,56,69,70,71,73,74,77,84,85,87,83,88,82,86,76,91,75,92,95,93,66,61,62,60,67,63,65,59,23,24,46,49,48,42,40,44,45,52,57,53,47,10,11,8,9,5,6,4,7,12,15,14,13,18,20,21,26,58,50,51,68,54,43,39,33,35,30,29,0,34,32,28,2,37,41,36,-1350.6485785406094,1298.5652452072761,10
57,53,47,10,11,8,9,5,6,4,7,12,15,14,13,18,20,21,26,58,50,51,68,54,43,39,33,35,30,29,0,34,32,28,2,37,41,36,1,16,27,22,17,38,78,80,72,81,64,94,89,90,25,79,19,3,31,55,56,69,70,71,73,74,77,84,85,87,83,88,82,86,76,91,75,92,95,93,66,61,62,60,67,63,65,59,23,24,46,49,48,42,40,44,45,52,-1308.153736345911,1256.0704030125778,10
77,89,90,88,81,74,67,62,26,25,21,22,27,65,64,93,66,75,63,24,23,59,56,57,58,69,54,52,46,49,51,48,42,38,37,33,34,35,29,30,0,28,31,32,41,44,39,40,47,53,45,50,43,36,78,68,82,79,76,80,94,55,91,20,16,18,19,14,9,8,7,2,3,1,10,11,12,6,15,95,5,92,13,4,17,61,60,70,71,73,72,83,85,86,87,84,-1456.5005839712032,1404.41725063787,10
40,47,53,45,50,43,36,78,68,82,79,76,80,94,55,91,20,16,18,19,14,9,8,7,2,3,1,10,11,12,6,15,95,5,92,13,4,17,61,60,70,71,73,72,83,85,86,87,84,77,89,90,88,81,74,67,62,26,25,21,22,27,65,64,93,66,75,63,24,23,59,56,57,58,69,54,52,46,49,51,48,42,38,37,33,34,35,29,30,0,28,31,32,41,44,39,-1355.1409452712194,1303.0576119378861,10
66,75,63,24,23,59,56,57,58,69,54,52,46,49,51,48,42,38,37,33,34,35,29,30,0,28,31,32,41,44,39,40,47,53,45,50,43,36,78,68,82,79,76,80,94,55,91,20,16,18,19,14,9,8,7,2,3,1,10,11,12,6,15,95,5,92,13,4,17,61,60,70,71,73,72,83,85,86,87,84,77,89,90,88,81,74,67,62,26,25,21,22,27,65,64,93,-1395.686313326298,1343.6029799929647,10
82,79,76,80,94,55,91,20,16,18,19,14,9,8,7,2,3,1,10,11,12,6,15,95,5,92,13,4,17,61,60,70,71,73,72,83,85,86,87,84,77,89,90,88,81,74,67,62,26,25,21,22,27,65,64,93,66,75,63,24,23,59,56,57,58,69,54,52,46,49,51,48,42,38,37,33,34,35,29,30,0,28,31,32,41,44,39,40,47,53,45,50,43,36,78,68,-1266.3467206893483,1214.263387356015,10
58,69,54,52,46,49,51,48,42,38,37,33,34,35,29,30,0,28,31,32,41,44,39,40,47,53,45,50,43,36,78,68,82,79,76,80,94,55,91,20,16,18,19,14,9,8,7,2,3,1,10,11,12,6,15,95,5,92,13,4,17,61,60,70,71,73,72,83,85,86,87,84,77,89,90,88,81,74,67,62,26,25,21,22,27,65,64,93,66,75,63,24,23,59,56,57,-1257.8095662255719,1205.7262328922386,10
74,81,89,88,80,90,91,92,82,40,28,2,4,7,9,11,13,8,12,14,6,5,0,1,78,3,29,59,22,79,24,94,15,93,36,35,31,30,34,33,39,41,38,37,32,10,44,45,48,42,43,46,47,52,50,54,49,57,53,51,58,55,68,70,72,73,83,84,77,86,85,87,76,75,71,69,56,61,62,60,67,65,66,64,63,27,26,23,21,18,19,20,17,16,25,95,-1387.5083628378352,1335.425029504502,10
72,73,83,84,77,86,85,87,76,75,71,69,56,61,62,60,67,65,66,64,63,27,26,23,21,18,19,20,17,16,25,95,74,81,89,88,80,90,91,92,82,40,28,2,4,7,9,11,13,8,12,14,6,5,0,1,78,3,29,59,22,79,24,94,15,93,36,35,31,30,34,33,39,41,38,37,32,10,44,45,48,42,43,46,47,52,50,54,49,57,53,51,58,55,68,70,-1395.8982725338133,1343.81493920048,10
32,10,44,45,48,42,43,46,47,52,50,54,49,57,53,51,58,55,68,70,72,73,83,84,77,86,85,87,76,75,71,69,56,61,62,60,67,65,66,64,63,27,26,23,21,18,19,20,17,16,25,95,74,81,89,88,80,90,91,92,82,40,28,2,4,7,9,11,13,8,12,14,6,5,0,1,78,3,29,59,22,79,24,94,15,93,36,35,31,30,34,33,39,41,38,37,-1382.9223378998665,1330.8390045665333,10
75,71,69,56,61,62,60,67,65,66,64,63,27,26,23,21,18,19,20,17,16,25,95,74,81,89,88,80,90,91,92,82,40,28,2,4,7,9,11,13,8,12,14,6,5,0,1,78,3,29,59,22,79,24,94,15,93,36,35,31,30,34,33,39,41,38,37,32,10,44,45,48,42,43,46,47,52,50,54,49,57,53,51,58,55,68,70,72,73,83,84,77,86,85,87,76,-1412.5040536889483,1360.420720355615,10
19,20,17,16,25,95,74,81,89,88,80,90,91,92,82,40,28,2,4,7,9,11,13,8,12,14,6,5,0,1,78,3,29,59,22,79,24,94,15,93,36,35,31,30,34,33,39,41,38,37,32,10,44,45,48,42,43,46,47,52,50,54,49,57,53,51,58,55,68,70,72,73,83,84,77,86,85,87,76,75,71,69,56,61,62,60,67,65,66,64,63,27,26,23,21,18,-1402.222382017439,1350.1390486841058,10
54,68,58,70,75,76,72,71,61,60,59,62,66,67,64,27,21,23,26,65,93,95,94,92,77,87,85,84,86,83,74,91,88,81,90,80,69,57,53,22,20,16,14,11,9,12,8,7,3,5,6,4,2,10,13,24,17,18,51,63,25,73,89,30,31,82,19,15,79,1,78,0,52,49,42,41,38,48,39,33,36,37,34,43,45,47,46,44,32,28,29,35,40,50,55,56,-1243.9375944013334,1191.8542610680001,10
